Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	SNP	SNP_chr	SNP_pos_hg19	de	dist	cap4_enhancer_no	fantom5_enhancer_no	neuron_count	oligo_count	micro_count	fantom5	cap4	DTS	neuron_P	micro_P	oligo_P	DE	weight	pp	num
ENSG00000081760	AACS	chr12	gene	125549925	125627873	+	ENSG00000081760.11	protein_coding	KNOWN	1	AACS	AACS	rs78194510	chr12	125338336	4.62e-23	211589	48	1	4	1	0	0.467532467532468	0.453399541634836	0.250190985485103	0.158899923605806	1	0.199006875477464	0.171504965622613	4.98815445577077	0.000685322672758424	36
ENSG00000165029	ABCA1	chr9	gene	107543283	107690518	-	ENSG00000165029.11	protein_coding	KNOWN	2	ABCA1	ABCA1	rs2740488	chr9	107661742	4.58e-51	28776	83	22	1	14	9	0.0301757066462949	0.296409472880061	0.0557677616501146	0.30977845683728	0.106569900687548	0.0213903743315508	0.0198624904507257	7.97737944500436	0.00215115172282505	113
ENSG00000064687	ABCA7	chr19	gene	1040102	1065571	+	ENSG00000064687.7	protein_coding	KNOWN	2	ABCA7	ABCA7	rs115550680,rs4147929,rs3752241,rs111278892,rs3764650,rs3752231	chr19	1050420	1.1e-32	779	0	13	0	0	14	0.0672268907563025	1	0.00458365164247517	1	0.0691367456073338	1	0.101604278074866	7.67192893436999	0.000609175709118599	32
ENSG00000204427	ABHD16A	chr6	gene	31654726	31671221	-	ENSG00000204427.7	protein_coding	KNOWN	1	ABHD16A	ABHD16A	rs9271192,rs9269853,rs9469112,rs6931277	chr6	32578530	1.26383349284787e-05	743932	41	3	11	6	18	0.260122230710466	0.492360580595875	0.755156608097785	0.0561497326203209	0.0504201680672269	0.0626432391138274	0.455309396485867	3.94734158183489	0.000228440890919475	12
ENSG00000129968	FAM108A1	chr19	gene	1876809	1885500	-	ENSG00000129968.10	protein_coding	KNOWN	2	FAM108A1	ABHD17A	rs115550680,rs4147929,rs3752241,rs111278892,rs3764650,rs3752231	chr19	1050420	0.00214557550001745	822057	0	0	0	0	16	1	1	0.817035905271199	1	0.0576776165011459	1	0.572192513368984	0.76035201978012	0.000114220445459737	6
ENSG00000163686	ABHD6	chr3	gene	58223233	58281420	+	ENSG00000163686.8	protein_coding	KNOWN	2	ABHD6	ABHD6	rs184384746	chr3	57226150	4.93e-17	997083	67	2	5	22	3	0.3414820473644	0.35485103132162	0.957983193277311	0.134071810542399	0.227272727272727	0.0126050420168067	0.233384262796028	3.50737375501926	0.000342661336379212	18
ENSG00000108798	ABI3	chr17	gene	47287589	47300587	+	ENSG00000108798.4	protein_coding	KNOWN	2	ABI3	ABI3	rs28394864,rs616338	chr17	47450775	2.29e-33	9708	100	4	0	0	0	0.20550038197097	0.229564553093965	0.0210084033613445	1	1	1	0.0977845683728037	6.18782126322766	0.00131353512278698	69
ENSG00000167315	ACAA2	chr18	gene	47309869	47340273	-	ENSG00000167315.10	protein_coding	KNOWN	2	ACAA2	ACAA2	rs35816125	chr18	47088830	3.81e-16	251443	148	0	2	0	6	1	0.0905271199388846	0.28838808250573	0.282276546982429	0.149732620320856	1	0.241787624140565	3.92801174706813	0.00129449838187702	68
ENSG00000110455	ACCS	chr11	gene	44087475	44105772	+	ENSG00000110455.9	protein_coding	KNOWN	2	ACCS	ACCS	rs139675748	chr11	43633208	5.55411935769242e-05	454267	69	0	2	0	0	1	0.349121466768526	0.464094728800611	0.282276546982429	1	1	0.483193277310924	2.75987316152506	0.000304587854559299	16
ENSG00000205126	ACCSL	chr11	gene	44069531	44081527	+	ENSG00000205126.2	protein_coding	KNOWN	2	ACCSL	ACCSL	rs139675748	chr11	43633208	0.0175238331816863	436323	20	0	0	0	0	1	0.609625668449198	0.448433919022154	1	1	1	0.665393430099312	1.2093707351392	3.80734818199124e-05	2
ENSG00000159640	ACE	chr17	gene	61554422	61599209	+	ENSG00000159640.8	protein_coding	KNOWN	2	ACE	ACE	rs138190086,rs6504163	chr17	61538148	9e-08	8643	72	1	0	0	0	0.467532467532468	0.334606569900688	0.0198624904507257	1	1	1	0.387318563789152	4.86742999020713	0.000951837045497811	50
ENSG00000087085	ACHE	chr7	gene	100487615	100494594	-	ENSG00000087085.8	protein_coding	KNOWN	2	ACHE	ACHE	rs1476679,rs1859788,rs4727449	chr7	100004446	0.344	490148	52	0	12	2	5	1	0.432773109243697	0.498854087089381	0.051948051948052	0.169213139801375	0.159281894576012	0.93353705118411	3.72172732354562	0.00055206548638873	29
ENSG00000134575	ACP2	chr11	gene	47260853	47270457	-	ENSG00000134575.4	protein_coding	KNOWN	1	ACP2	ACP2	rs10838725,rs10501320,rs12292911	chr11	47557871	7.59e-39	23342	54	0	4	3	4	1	0.422459893048128	0.0469824293353705	0.158899923605806	0.195951107715814	0.122612681436211	0.072192513368984	7.52588120871621	0.000513992004568818	27
ENSG00000142513	ACPT	chr19	gene	51293672	51298481	+	ENSG00000142513.4	protein_coding	KNOWN	3	ACPT	ACPT	rs3865444	chr19	51727962	0.00665837270904844	434290	0	6	0	0	0	0.14209320091673	1	0.447288006111536	1	1	1	0.615355233002292	1.290108146165	7.61469636398249e-05	4
ENSG00000197142	ACSL5	chr10	gene	114133776	114188138	+	ENSG00000197142.6	protein_coding	KNOWN	2	ACSL5	ACSL5	rs17747324	chr10	114752503	1.56e-43	618727	44	4	0	0	0	0.20550038197097	0.477845683728037	0.634071810542399	1	1	1	0.0515660809778457	3.42048423315067	0.000494955263658862	26
ENSG00000166743	ACSM1	chr16	gene	20634559	20710212	-	ENSG00000166743.5	protein_coding	KNOWN	2	ACSM1	ACSM1	rs7185636	chr16	19808163	6.26e-16	902049	63	0	0	0	0	1	0.375477463712758	0.889992360580596	1	1	1	0.247135217723453	1.51436205187904	0.000190367409099562	10
ENSG00000183747	ACSM2A	chr16	gene	20462783	20498991	+	ENSG00000183747.7	protein_coding	KNOWN	2	ACSM2A	ACSM2A	rs118099348,rs7185636	chr16	19435029	2.65e-07	654620	0	0	0	0	0	1	1	0.674560733384263	1	1	1	0.399923605805959	1.31017530090525	1.90367409099562e-05	1
ENSG00000066813	ACSM2B	chr16	gene	20547548	20587749	-	ENSG00000066813.10	protein_coding	KNOWN	2	ACSM2B	ACSM2B	rs118099348,rs7185636	chr16	19435029	0.0218	779586	0	0	0	0	0	1	1	0.783804430863254	1	1	1	0.675324675324675	0.636157443451442	3.80734818199124e-05	2
ENSG00000005187	ACSM3	chr16	gene	20621565	20808903	+	ENSG00000005187.7	protein_coding	KNOWN	2	ACSM3	ACSM3	rs7185636	chr16	19808163	0.0669	813402	3	0	0	0	0	1	0.714667685255921	0.810542398777693	1	1	1	0.746753246753247	0.502072101346296	1.90367409099562e-05	1
ENSG00000183549	ACSM5	chr16	gene	20420856	20452658	+	ENSG00000183549.6	protein_coding	KNOWN	2	ACSM5	ACSM5	rs118099348,rs7185636	chr16	19435029	3.28e-14	612693	0	0	0	0	0	1	1	0.628724216959511	1	1	1	0.270053475935829	1.7731978458061	3.80734818199124e-05	2
ENSG00000077080	ACTL6B	chr7	gene	100240720	100254084	-	ENSG00000077080.5	protein_coding	KNOWN	1	ACTL6B	ACTL6B	rs1476679,rs1859788,rs4727449	chr7	100004446	8.67e-21	249638	21	1	0	0	0	0.467532467532468	0.601604278074866	0.285332314744079	1	1	1	0.190603514132926	2.91166061205535	0.000247477631829431	13
ENSG00000137845	ADAM10	chr15	gene	58887403	59042177	-	ENSG00000137845.9	protein_coding	KNOWN	1	ADAM10	ADAM10	rs593742,rs442495,rs261291,rs12148780	chr15	59045774	0.000484	3597	255	16	2	3	15	0.0515660809778457	0.00572956455309397	0.0126050420168067	0.282276546982429	0.0622612681436211	0.122612681436211	0.527119938884645	6.2788535788436	0.00201789453645536	106
